0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,Total
41,41,39,37,40,37,37,40,39,36,43,41,33,39,37,37,37,33,36,38,37,40,42,38,33,36,40,35,36,37,38,37,38,35,39,40,35,42,39,37,34,34,36,39,37,36,36,39,40,39,34,39,40,35,38,37,38,38,41,40,2265
